passage_id,composer,period,work_id,movement_id,recording_id,score_path,mxl_path,audio_path,midi_path,alignment_path,annotation_path,bar_start,bar_end,score_format,alignment_format,rights_status,segment_type,annotation_type,fully_aligned,eligible_for_clamp,availability_status,composition_id,work_title,score_version_id,performance_id,alignment_id,audio_origin,alignment_granularity,alignment_method,alignment_quality,alignment_confidence,source_record_ids,source_dataset,licenses,render_recording_id,render_work_title,render_source_dataset,render_performance_kind,render_status,render_qc_notes,render_output_audio_path,render_output_bytes,render_output_sha256,render_output_duration_sec,render_output_sample_rate_hz,render_output_channels,render_peak_dbfs,render_rms_dbfs,render_manifest_alignment_id
exp_34f9b7a2e905,Wolfgang Amadeus Mozart,Classical,wrk_44c6308a4722,wrk_44c6308a4722,rec_4f179d3f0a07,sources/asap-dataset/Mozart/Piano_Sonatas/11-3/xml_score.musicxml,sources/asap-dataset/Mozart/Piano_Sonatas/11-3/xml_score.musicxml,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_4f179d3f0a07.wav,,data/canonical/alignment_events.csv,,1,224,musicxml,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_b563f0486b86,Piano Sonatas 11-3,scv_b5b51dca4677,prf_e14309dc3ec5,aln_ffee913a62d2,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_04c85821a7cd;src_0f1beaa91df0;src_13602092ab4f;src_16da154e62d9;src_2867258a9aa3;src_4cca6fc5d250;src_70619c38b0d8;src_7728465e55bc;src_8b3a7075e93a;src_8d54a71fd391;src_98e80603d674;src_9bed02efccf6;src_9eabd6da6cf5;src_a80bc86a4c74;src_c20c3d32f25b;src_cc3a3a78aca1;src_e08fd50cad4f;src_f7587bf8c0ee,cpc-rendered,CC BY-NC-SA 4.0;MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_4f179d3f0a07,Piano Sonatas 11-3,asap,expressive,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_4f179d3f0a07.wav,41661996,227d40be139905b31f88a19070381249430bfaf7ac253165f0c3f273477201b6,216.989333,48000,2,-10.708,-31.781,aln_ffee913a62d2
exp_0fae2f6ca290,Wolfgang Amadeus Mozart,Classical,wrk_ae99d9f81630,wrk_ae99d9f81630,rec_52ef4bc2644e,sources/ACPAS-dataset/subset_R/Mozart/372_CPM_Sonata_No.11_A_major_KV_331_2/R_31_A_MAPS_mz_331_2_ENSTDkCl.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_52ef4bc2644e.wav,sources/ACPAS-dataset/subset_R/Mozart/372_CPM_Sonata_No.11_A_major_KV_331_2/R_31_A_MAPS_mz_331_2_ENSTDkCl.mid,data/canonical/alignment_events.csv,,1,250,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_1eedc0bd6874,Sonata No.11 A major KV 331 2,scv_8bdc2a36b858,prf_3b8930ca527a,aln_eaef8349d879,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_116883edd29c;src_1304b8fb1eb7;src_19f07905eeb9;src_1a42e413bb1f;src_1d2ee2947769;src_24b7a7b143ec;src_2e8677ff6dc8;src_2f1abb4f81db;src_2f4e98a92b75;src_376047e41d29;src_378d21479789;src_3997ddbfaa06;src_4a7e29ee7c17;src_4b8e859206eb;src_59e0857890df;src_64eaef620cbb;src_721e6784f536;src_98bbb4195c1c;src_98e80603d674;src_9be8a40f2a97;src_9f18011b574a;src_a80bc86a4c74;src_ac53671461b4;src_b1cc6076e5e8;src_be0f7e1a1182;src_c8c8adae040c;src_cfe46bca5648;src_d63361ca9ede;src_f97d13df53ea;src_fa44aac5e5de;src_ff52dc8a6d86,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_52ef4bc2644e,Sonata No.11 A major KV 331 2,acpas,expressive,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_52ef4bc2644e.wav,74736428,e952e35edcac29f7c94d3db61dd3f23c9224d80437cbdc0fda602ed28c78366b,389.252000,48000,2,-18.274,-35.641,aln_eaef8349d879
exp_c0c4e00d48c3,Wolfgang Amadeus Mozart,Classical,wrk_27f86a8d1b8d,wrk_27f86a8d1b8d,rec_5669d689f7ac,sources/ACPAS-dataset/subset_S/Mozart/381_CPM_Sonata_No.16_C_major_Sonata_facile_KV_545_2/S_1513_CPM.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_5669d689f7ac.wav,sources/ACPAS-dataset/subset_S/Mozart/381_CPM_Sonata_No.16_C_major_Sonata_facile_KV_545_2/S_1513_CPM.mid,data/canonical/alignment_events.csv,,1,106,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_b018b440fa23,Sonata No.16 C major Sonata facile KV 545 2,scv_b4516b796d3c,prf_1a8115be4703,aln_2c3914a8f679,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_039d81c7f5a8;src_8f09e8460e2e;src_98e80603d674;src_a80bc86a4c74;src_e3eb8e7ac669;src_ebb01b3e93e5;src_f98502bc72f1,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_5669d689f7ac,Sonata No.16 C major Sonata facile KV 545 2,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_5669d689f7ac.wav,66570028,06b6ccafdb33406006c13a7ac304914994a22e5f6c5006fa3c9bfbc976fd53b0,346.718667,48000,2,-20.420,-39.203,aln_2c3914a8f679
exp_bbbf1941e8b0,Wolfgang Amadeus Mozart,Classical,wrk_a32d8a2b15b4,wrk_a32d8a2b15b4,rec_5b5081580125,sources/ACPAS-dataset/subset_S/Mozart/367_CPM_Sonata_No.8_D_major_KV_311_3/S_1499_CPM.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_5b5081580125.wav,sources/ACPAS-dataset/subset_S/Mozart/367_CPM_Sonata_No.8_D_major_KV_311_3/S_1499_CPM.mid,data/canonical/alignment_events.csv,,1,452,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_6d89360e0fc4,Sonata No.8 D major KV 311 3,scv_115f22dea8d7,prf_7a5091f88d75,aln_a204a0c41053,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_473cfe2d5368;src_4c22989039ca;src_98e80603d674;src_a80bc86a4c74;src_b293d8dcc56c;src_cdcdc5e37575;src_fa30af22c097,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_5b5081580125,Sonata No.8 D major KV 311 3,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_5b5081580125.wav,116764204,a0dd71628b5afd58209cabb800b0b3dd2c51cb13870bc53e5198c0f9d2962a9a,608.146667,48000,2,-13.993,-38.817,aln_a204a0c41053
exp_962f603aa2df,Wolfgang Amadeus Mozart,Classical,wrk_b81da43ab65e,wrk_b81da43ab65e,rec_5e44fae3293d,sources/ACPAS-dataset/subset_S/Mozart/385_CPM_Sonata_No.17_Bb_major_KV_570_3/S_1517_CPM.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_5e44fae3293d.wav,sources/ACPAS-dataset/subset_S/Mozart/385_CPM_Sonata_No.17_Bb_major_KV_570_3/S_1517_CPM.mid,data/canonical/alignment_events.csv,,1,122,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_347a98e5be61,Sonata No.17 Bb major KV 570 3,scv_91a67d1507fe,prf_58b8bebf1585,aln_aeb4dfafe673,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_062d1262c699;src_2b49bebe40c8;src_30d7c2140777;src_7dd9cbfe242b;src_87a05bdc9720;src_98e80603d674;src_a80bc86a4c74,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_5e44fae3293d,Sonata No.17 Bb major KV 570 3,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_5e44fae3293d.wav,41315884,08f5677e7e14485d9243b0d053226103682f0741b9598c0ead487ae20d0ca080,215.186667,48000,2,-16.288,-37.131,aln_aeb4dfafe673
exp_b5f52a5c6a71,Wolfgang Amadeus Mozart,Classical,wrk_cc5971a28718,wrk_cc5971a28718,rec_6430e1cd6341,sources/ACPAS-dataset/subset_S/Mozart/384_CPM_Sonata_No.17_Bb_major_KV_570_2/S_1516_CPM.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6430e1cd6341.wav,sources/ACPAS-dataset/subset_S/Mozart/384_CPM_Sonata_No.17_Bb_major_KV_570_2/S_1516_CPM.mid,data/canonical/alignment_events.csv,,1,87,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_d0d255a95119,Sonata No.17 Bb major KV 570 2,scv_93f34c41430f,prf_c029bd9efa6f,aln_b00be49d0019,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_204dbfbd42db;src_74115d850c14;src_8502caa44bcf;src_858491d93ea2;src_98e80603d674;src_a6d80f928eec;src_a80bc86a4c74,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_6430e1cd6341,Sonata No.17 Bb major KV 570 2,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6430e1cd6341.wav,87874092,bb9968905c718afdd82cd9c12cbea47e95a0a319951d9b2f6cb1f9fdf74a40cc,457.677333,48000,2,-21.037,-39.279,aln_b00be49d0019
exp_1ebed579bf61,Wolfgang Amadeus Mozart,Classical,wrk_2fa6d226fadc,wrk_2fa6d226fadc,rec_68edf82d66df,sources/ACPAS-dataset/subset_S/Mozart/374_ASAP_Piano_Sonatas_12-1/ASAP_12-1.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_68edf82d66df.wav,sources/ACPAS-dataset/subset_S/Mozart/374_ASAP_Piano_Sonatas_12-1/ASAP_12-1.mid,data/canonical/alignment_events.csv,,1,229,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_adac7544dea5,Piano Sonatas 12-1,scv_7366396ee839,prf_73513a9a6fcc,aln_5ce8afa444ce,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_07c22c5396d6;src_0afebc7f4cff;src_0c94bc9a0e09;src_0d15c86aa340;src_0d5603dbe5e3;src_0fd8d55cd61b;src_15c2c8e7aaaf;src_1abf3c8199ca;src_24f037f265a0;src_2feafe77fb45;src_3161b43d12a2;src_398046b41b1f;src_39bc93a264a3;src_3ef7724dcb93;src_42c5a7472dd4;src_449c619e7b06;src_44c9e83e2d34;src_46036bca0454;src_460e23dafbfc;src_47e3eb9be6ce;src_4d473ef2028b;src_504f51622168;src_5455dc5e0fa6;src_5966c9239ca1;src_59cf516a57bf;src_6517247c666e;src_6795939e6905;src_681be5f7819e;src_6b06642a3a16;src_6d2472e2eb85;src_6d5c740f350c;src_772c8d92b1ac;src_7ad99a4a6282;src_8267604413ee;src_829ca567d246;src_8389b18fede1;src_8afeb6414517;src_8ca285a77009;src_8e75c9965045;src_91f15e348e6d;src_969c75c98765;src_98e80603d674;src_9d2daae1dc76;src_9d66394bc6b2;src_a0235c846619;src_a0ec28194667;src_a18c5fba0ec8;src_a5f6b1f808ce;src_a80bc86a4c74;src_abc1e0a78631;src_ad95a65e4d1d;src_b1d09323c87c;src_b215e701b9ef;src_b8961303feef;src_b9a375b16e03;src_be798d1d6a18;src_c049239c45e6;src_cab548b856fb;src_ce5143c5b12f;src_d17a07d367c8;src_d2adad0aa7f7;src_d44fe079d778;src_d8111c00e6a7;src_e005ca1d8e02;src_e1aeb70d3627;src_e3a1a16defb3;src_e625d38f1681;src_ea16300f0a82;src_ec60949d9db9;src_ecc096c385aa;src_f1007a97618e;src_f2ded2ea8b0d;src_f30c0b1b8b1c;src_f36c44d72230;src_f551b24ef60f;src_f665ed0359ed;src_f9e88dfd3a1f;src_fc48810e4a22;src_fcec570aa9d5;src_ffaea669dcba,cpc-rendered,CC BY-NC-SA 4.0;CC BY-NC-SA 4.0; non-commercial research and education;MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_68edf82d66df,Piano Sonatas 12-1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_68edf82d66df.wav,56943148,ceb1cff0af4eaa5ee57d4563988bf4c230b5a396f80d6911e555397bca509f68,296.578667,48000,2,-11.785,-32.812,aln_5ce8afa444ce
exp_40b39cc0fdc0,Wolfgang Amadeus Mozart,Classical,wrk_73de062f35d4,wrk_73de062f35d4,rec_6bb8637586b5,sources/ACPAS-dataset/subset_S/Mozart/378_CPM_Sonata_No.13_Bb_major_KV_333_2/S_152_A_MAPS_mz_333_2_StbgTGd2.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6bb8637586b5.wav,sources/ACPAS-dataset/subset_S/Mozart/378_CPM_Sonata_No.13_Bb_major_KV_333_2/S_152_A_MAPS_mz_333_2_StbgTGd2.mid,data/canonical/alignment_events.csv,,1,164,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_0054edb621f3,Sonata No.13 Bb major KV 333 2,scv_5e58077ac1b9,prf_cc4140ab81df,aln_a879c59bccf9,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_09ddae2f4214;src_0dd84cbd9470;src_23293e7b2772;src_26569807521e;src_373f19153118;src_59a002431968;src_68ef5b1f10a1;src_7146a6dc3dc9;src_8f56db2f60be;src_96cc09019a17;src_97388f0a409c;src_97755e45af75;src_98e80603d674;src_9df9ce16b33a;src_a5fc5a02e081;src_a80bc86a4c74;src_b89eec102a12;src_b90d70844fe1;src_c946c8405561;src_cd938bbe80d0;src_d6c71f0b4dba;src_d89e69abbceb;src_e11796bfecb0;src_f611bc3f7b9b;src_fe2f891c9f6b,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_6bb8637586b5,Sonata No.13 Bb major KV 333 2,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6bb8637586b5.wav,103338028,2f92b6c7ffeb83b0277dbeb29e91766b315f1ee9f7285dfaf60cae17a6555ee0,538.218667,48000,2,-15.747,-35.969,aln_a879c59bccf9
exp_2ee3f07dc86b,Wolfgang Amadeus Mozart,Classical,wrk_57b95df3e8e3,wrk_57b95df3e8e3,rec_6db8e6bf8807,sources/ACPAS-dataset/subset_R/Mozart/365_CPM_Sonata_No.8_D_major_KV_311_1/R_30_A_MAPS_mz_311_1_ENSTDkCl.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6db8e6bf8807.wav,sources/ACPAS-dataset/subset_R/Mozart/365_CPM_Sonata_No.8_D_major_KV_311_1/R_30_A_MAPS_mz_311_1_ENSTDkCl.mid,data/canonical/alignment_events.csv,,1,152,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_b8edb65ab828,Sonata No.8 D major KV 311 1,scv_289def4fa102,prf_14d636a3df75,aln_bef2ec85e417,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_101a4578ef5b;src_3df6fc0a96af;src_44d1cef07805;src_53736a701265;src_694c7d9d11d8;src_6c7edd68c85a;src_7b89f58d60b1;src_8fae8aa6ae1f;src_98e80603d674;src_9c2037d613a1;src_9cd385c42b12;src_a80bc86a4c74;src_c468e8c1dfe4;src_c87542b84d05;src_d5e4a061a1a0;src_ddaafc69925d;src_df354eb212df;src_edc76505f777;src_f5644eb58ac3,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_6db8e6bf8807,Sonata No.8 D major KV 311 1,acpas,expressive,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6db8e6bf8807.wav,53189932,5989bb53103c73f29b56d4b40b0734b64d56f92c6f58344d78adfa2b190e8019,277.030667,48000,2,-16.212,-36.170,aln_bef2ec85e417
exp_1d12ff7208f9,Wolfgang Amadeus Mozart,Classical,wrk_95ceb95e11bc,wrk_95ceb95e11bc,rec_6f11e478e2ad,sources/ACPAS-dataset/subset_S/Mozart/383_CPM_Sonata_No.17_Bb_major_KV_570_1/S_155_A_MAPS_mz_570_1_StbgTGd2.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6f11e478e2ad.wav,sources/ACPAS-dataset/subset_S/Mozart/383_CPM_Sonata_No.17_Bb_major_KV_570_1/S_155_A_MAPS_mz_570_1_StbgTGd2.mid,data/canonical/alignment_events.csv,,1,419,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_c19fe5402db5,Sonata No.17 Bb major KV 570 1,scv_f10724ea41f6,prf_d5b50efae9f0,aln_e78a017f3cc2,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_17b58c1af9ba;src_26a0f0d71458;src_273fe883705e;src_2a1a7cd52341;src_3088826ddba6;src_33305ebd7c5b;src_44c57ec1be70;src_4c153d3344c1;src_56d64769b9f0;src_6947cb78d66b;src_706d54ef94c5;src_81806c295ef0;src_8bab48ed13da;src_8bc5418af039;src_98e80603d674;src_a80bc86a4c74;src_d60d96f53242;src_ecedef7a70b4;src_fb952cf4a76e,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_6f11e478e2ad,Sonata No.17 Bb major KV 570 1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6f11e478e2ad.wav,93111852,731889b1e99390ab4060ad3b76f780d8f8519b125f21ce00019dd6a34201a24b,484.957333,48000,2,-17.023,-37.680,aln_e78a017f3cc2
exp_ba86f5d1561b,Wolfgang Amadeus Mozart,Classical,wrk_95ceb95e11bc,wrk_95ceb95e11bc,rec_6fad590f79e3,sources/ACPAS-dataset/subset_R/Mozart/383_CPM_Sonata_No.17_Bb_major_KV_570_1/R_37_A_MAPS_mz_570_1_ENSTDkCl.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6fad590f79e3.wav,sources/ACPAS-dataset/subset_R/Mozart/383_CPM_Sonata_No.17_Bb_major_KV_570_1/R_37_A_MAPS_mz_570_1_ENSTDkCl.mid,data/canonical/alignment_events.csv,,1,419,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_c19fe5402db5,Sonata No.17 Bb major KV 570 1,scv_c2ba444637a6,prf_ba985075d417,aln_c07946daac3d,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_17b58c1af9ba;src_26a0f0d71458;src_273fe883705e;src_2a1a7cd52341;src_3088826ddba6;src_33305ebd7c5b;src_44c57ec1be70;src_4c153d3344c1;src_56d64769b9f0;src_6947cb78d66b;src_706d54ef94c5;src_81806c295ef0;src_8bab48ed13da;src_8bc5418af039;src_98e80603d674;src_a80bc86a4c74;src_d60d96f53242;src_ecedef7a70b4;src_fb952cf4a76e,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_6fad590f79e3,Sonata No.17 Bb major KV 570 1,acpas,expressive,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_6fad590f79e3.wav,93120556,4c808af357b4b86e6fce7e815f6375e4629a852163bd88eac0bc6ac757f125ef,485.002667,48000,2,-16.896,-37.630,aln_c07946daac3d
exp_1639a57ca435,Wolfgang Amadeus Mozart,Classical,wrk_16208b873f55,wrk_16208b873f55,rec_75024038659c,sources/asap-dataset/Mozart/Piano_Sonatas/8-1/midi_score.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_75024038659c.wav,sources/asap-dataset/Mozart/Piano_Sonatas/8-1/midi_score.mid,data/canonical/alignment_events.csv,,1,133,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_fef1cb83d033,Piano Sonatas 8-1,scv_f5ed897586b0,prf_13ebe43e626e,aln_b8618da5689e,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_00a034d80378;src_02351c287cce;src_0959f7f0c921;src_0c5b459f3713;src_120b85d303a3;src_12ac25a9c7d0;src_133fdd89d752;src_1495fd782897;src_1736c0a3ec30;src_1bfba426e3b5;src_1f601191f854;src_20272ab6e36a;src_2030b845ba85;src_2309bfc3c6e7;src_266b4a8f2871;src_2801af45cdb9;src_311cc910ec9c;src_35dc9a227b9d;src_37bb36627b0a;src_38b76ad6d621;src_39888cae09c0;src_3bb556ce074c;src_4335e7ba518b;src_455287f24eaa;src_46ea18ccd982;src_479d2731f25a;src_4974f6228fc1;src_4bb84f052046;src_5382eb64bc78;src_55b5558dc332;src_5dc6eea1d153;src_6e4e2af83481;src_70c832462968;src_76d67f0ab033;src_8146ea358c72;src_8636358d19c6;src_901fd94d7cbe;src_93a7d93d653b;src_958e85443ca9;src_98e80603d674;src_a5055e4ad044;src_a52f8efce7e9;src_a80bc86a4c74;src_abdb8cb63de8;src_adaecf4c039d;src_ceafeec6e80b;src_d5ecb237c645;src_d70d4ac7f1d1;src_d9d6678516c9;src_da251a703348;src_ddb68c27212e;src_e64c5f847c93;src_f170e550391c;src_f772fe35a149,cpc-rendered,CC BY-NC-SA 4.0;MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_75024038659c,Piano Sonatas 8-1,asap,expressive,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_75024038659c.wav,48717868,0043f73b081c3de0fddf9014a942cf406fe2d211b59bcc33e359dfff8c9ab526,253.738667,48000,2,-11.133,-30.625,aln_b8618da5689e
exp_25932028e2c0,Wolfgang Amadeus Mozart,Classical,wrk_e3f8b040fa7a,wrk_e3f8b040fa7a,rec_79ec8391a9cb,sources/ACPAS-dataset/subset_S/Mozart/371_CPM_Sonata_No.11_A_major_KV_331_1/S_142_A_MAPS_mz_331_1_SptkBGCl.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_79ec8391a9cb.wav,sources/ACPAS-dataset/subset_S/Mozart/371_CPM_Sonata_No.11_A_major_KV_331_1/S_142_A_MAPS_mz_331_1_SptkBGCl.mid,data/canonical/alignment_events.csv,,1,267,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_386b22f29c0d,Sonata No.11 A major KV 331 1,scv_b5b64d494d36,prf_977ed17f019c,aln_a92208ed5dde,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_0652079a61ed;src_143d2083ea3b;src_201721f91bd9;src_5e778ba64441;src_60b4bd31396a;src_98e80603d674;src_a27f1f908d25;src_a80bc86a4c74;src_ab512abc5443;src_b1daedad7128;src_cbd17f29c96b;src_e15cd8fcb9ca;src_f15af9febf8d,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_79ec8391a9cb,Sonata No.11 A major KV 331 1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_79ec8391a9cb.wav,160023340,b002ae1d1dd8357f099b87ddc2b4856c90d80c1d87215fbd480241cb861a61e3,833.454667,48000,2,-15.079,-35.449,aln_a92208ed5dde
exp_5c9280ef502b,Wolfgang Amadeus Mozart,Classical,wrk_beabd58e0efb,wrk_beabd58e0efb,rec_7c9c438484f4,sources/ACPAS-dataset/subset_S/Mozart/382_CPM_Sonata_No.16_C_major_Sonata_facile_KV_545_3/S_154_A_MAPS_mz_545_3_StbgTGd2.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_7c9c438484f4.wav,sources/ACPAS-dataset/subset_S/Mozart/382_CPM_Sonata_No.16_C_major_Sonata_facile_KV_545_3/S_154_A_MAPS_mz_545_3_StbgTGd2.mid,data/canonical/alignment_events.csv,,1,82,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_34a3a2c7440d,Sonata No.16 C major Sonata facile KV 545 3,scv_fd9963ecb0a0,prf_b5545d662ed9,aln_904ebaea6af0,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_1296d2e72d58;src_20196613a30c;src_25f4acb9656a;src_292b5951b9bc;src_369598de2f45;src_67c02af59ac2;src_98e80603d674;src_9ca9529635f7;src_a404af70a29a;src_a559d55f2286;src_a80bc86a4c74;src_b28fe7ed5c15;src_baa8a946b765;src_c4f1107b21f9;src_d9ab206b4d58;src_ed02e3074612;src_efdc2c66a97b;src_f95e843361ac;src_ff80a0557f41,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_7c9c438484f4,Sonata No.16 C major Sonata facile KV 545 3,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_7c9c438484f4.wav,20857900,30ab874425f854b0ced69ed73574f259b776594f26e9d8b8356740be713bde42,108.634667,48000,2,-15.226,-34.871,aln_904ebaea6af0
exp_ec25c9c1e4b9,Wolfgang Amadeus Mozart,Classical,wrk_57b95df3e8e3,wrk_57b95df3e8e3,rec_7f50fd73cec4,sources/ACPAS-dataset/subset_S/Mozart/365_CPM_Sonata_No.8_D_major_KV_311_1/S_1497_CPM.mid,,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_7f50fd73cec4.wav,sources/ACPAS-dataset/subset_S/Mozart/365_CPM_Sonata_No.8_D_major_KV_311_1/S_1497_CPM.mid,data/canonical/alignment_events.csv,,1,344,mid,cpc_canonical_beat,licensed_for_research,complete_movement,,true,true,ready,cmp_b8edb65ab828,Sonata No.8 D major KV 311 1,scv_7431271ca21d,prf_f75d4ceef9ee,aln_5e685d405837,synthetic_rendering,beat,source_provided_beat_annotations,source_exact,1.00,src_101a4578ef5b;src_3df6fc0a96af;src_44d1cef07805;src_53736a701265;src_694c7d9d11d8;src_6c7edd68c85a;src_7b89f58d60b1;src_8fae8aa6ae1f;src_98e80603d674;src_9c2037d613a1;src_9cd385c42b12;src_a80bc86a4c74;src_c468e8c1dfe4;src_c87542b84d05;src_d5e4a061a1a0;src_ddaafc69925d;src_df354eb212df;src_edc76505f777;src_f5644eb58ac3,cpc-rendered,MIT;derived audio; source MIDI terms apply; SoundFont MIT;mixed,rec_7f50fd73cec4,Sonata No.8 D major KV 311 1,acpas,synthetic,complete,pass,data/derived/rendered_audio/fluidsynth-2.5.6-musescore-general-0.2-v1/rec_7f50fd73cec4.wav,134946092,aee4d0031ade2130d21dd8e774e6e8c3d021a0d0748b844db7fd416339c9fe89,702.844000,48000,2,-16.315,-40.150,aln_5e685d405837
